"","Rok","Imię","Liczba","Płeć"
"1",2000,"JAKUB",14497,"M"
"2",2000,"MATEUSZ",11454,"M"
"3",2000,"KACPER",8898,"M"
"4",2000,"MICHAŁ",8498,"M"
"5",2000,"PATRYK",7743,"M"
"6",2000,"DAWID",7063,"M"
"7",2000,"KAMIL",6842,"M"
"8",2000,"PIOTR",5608,"M"
"9",2000,"SZYMON",5486,"M"
"10",2000,"PAWEŁ",5109,"M"
"11",2000,"MACIEJ",4596,"M"
"12",2000,"BARTOSZ",4544,"M"
"13",2000,"DAMIAN",4514,"M"
"14",2000,"DOMINIK",4488,"M"
"15",2000,"ADRIAN",4302,"M"
"16",2000,"MARCIN",3773,"M"
"17",2000,"ŁUKASZ",3683,"M"
"18",2000,"KRZYSZTOF",3599,"M"
"19",2000,"DANIEL",3564,"M"
"20",2000,"SEBASTIAN",3559,"M"
"21",2000,"TOMASZ",3353,"M"
"22",2000,"FILIP",3337,"M"
"23",2000,"ADAM",3267,"M"
"24",2000,"BARTŁOMIEJ",3178,"M"
"25",2000,"KAROL",3084,"M"
"26",2000,"MIKOŁAJ",3083,"M"
"27",2000,"KRYSTIAN",3037,"M"
"28",2000,"HUBERT",2861,"M"
"29",2000,"KONRAD",2667,"M"
"30",2000,"WOJCIECH",2640,"M"
"31",2000,"RAFAŁ",2331,"M"
"32",2000,"JAN",2259,"M"
"33",2000,"PRZEMYSŁAW",2115,"M"
"34",2000,"OSKAR",1785,"M"
"35",2000,"GRZEGORZ",1712,"M"
"36",2000,"WIKTOR",1707,"M"
"37",2000,"ARKADIUSZ",1513,"M"
"38",2000,"ALEKSANDER",1340,"M"
"39",2000,"ARTUR",1329,"M"
"40",2000,"RADOSŁAW",1287,"M"
"41",2000,"ROBERT",1110,"M"
"42",2000,"MAREK",1057,"M"
"43",2000,"ERYK",1028,"M"
"44",2000,"MARCEL",965,"M"
"45",2000,"NORBERT",926,"M"
"46",2000,"MARIUSZ",822,"M"
"47",2000,"ANDRZEJ",783,"M"
"48",2000,"MAKSYMILIAN",769,"M"
"49",2000,"JACEK",757,"M"
"50",2000,"MIŁOSZ",745,"M"
"51",2000,"DARIUSZ",717,"M"
"52",2000,"CEZARY",695,"M"
"53",2000,"IGOR",693,"M"
"54",2000,"BŁAŻEJ",658,"M"
"55",2000,"GABRIEL",564,"M"
"56",2000,"JAROSŁAW",459,"M"
"57",2000,"ALAN",428,"M"
"58",2000,"STANISŁAW",422,"M"
"59",2000,"GRACJAN",375,"M"
"60",2000,"NIKODEM",375,"M"
"61",2000,"EMIL",369,"M"
"62",2000,"ALBERT",367,"M"
"63",2000,"ANTONI",327,"M"
"64",2000,"DENIS",282,"M"
"65",2000,"ERNEST",281,"M"
"66",2000,"FABIAN",277,"M"
"67",2000,"SŁAWOMIR",277,"M"
"68",2000,"TOBIASZ",277,"M"
"69",2000,"TYMOTEUSZ",269,"M"
"70",2000,"OLAF",261,"M"
"71",2000,"JĘDRZEJ",256,"M"
"72",2000,"SYLWESTER",256,"M"
"73",2000,"FRANCISZEK",248,"M"
"74",2000,"SEWERYN",247,"M"
"75",2000,"REMIGIUSZ",246,"M"
"76",2000,"KAJETAN",239,"M"
"77",2000,"KUBA",202,"M"
"78",2000,"KORNEL",195,"M"
"79",2000,"KEWIN",189,"M"
"80",2000,"BRAJAN",184,"M"
"81",2000,"JULIAN",164,"M"
"82",2000,"MARTIN",161,"M"
"83",2000,"KEVIN",159,"M"
"84",2000,"DORIAN",151,"M"
"85",2000,"CYPRIAN",145,"M"
"86",2000,"JANUSZ",143,"M"
"87",2000,"MARCELI",142,"M"
"88",2000,"WITOLD",140,"M"
"89",2000,"AMADEUSZ",137,"M"
"90",2000,"NATAN",129,"M"
"91",2000,"OLIWIER",117,"M"
"92",2000,"MIROSŁAW",116,"M"
"93",2000,"DAVID",115,"M"
"94",2000,"JERZY",114,"M"
"95",2000,"BENIAMIN",105,"M"
"96",2000,"ROMAN",100,"M"
"97",2000,"ZBIGNIEW",99,"M"
"98",2000,"SAMUEL",98,"M"
"99",2000,"BORYS",95,"M"
"100",2000,"KORDIAN",88,"M"
"101",2000,"JÓZEF",86,"M"
"102",2000,"JULIUSZ",83,"M"
"103",2000,"ALEKS",82,"M"
"104",2000,"OLIWER",82,"M"
"105",2000,"SZCZEPAN",81,"M"
"106",2000,"TADEUSZ",79,"M"
"107",2000,"IGNACY",77,"M"
"108",2000,"KLAUDIUSZ",77,"M"
"109",2000,"MAKSYM",77,"M"
"110",2000,"NICOLAS",77,"M"
"111",2000,"RYSZARD",76,"M"
"112",2000,"ALEXANDER",75,"M"
"113",2000,"BRUNO",75,"M"
"114",2000,"JONASZ",74,"M"
"115",2000,"WALDEMAR",71,"M"
"116",2000,"ALEKSY",70,"M"
"117",2000,"MICHAEL",70,"M"
"118",2000,"ALEX",67,"M"
"119",2000,"BOGDAN",66,"M"
"120",2000,"EMANUEL",65,"M"
"121",2000,"JONATAN",64,"M"
"122",2000,"IRENEUSZ",61,"M"
"123",2000,"OLGIERD",60,"M"
"124",2000,"ERWIN",59,"M"
"125",2000,"SERGIUSZ",59,"M"
"126",2000,"NIKOLAS",55,"M"
"127",2000,"OLIVER",54,"M"
"128",2000,"JEREMI",53,"M"
"129",2000,"LESZEK",53,"M"
"130",2000,"PATRICK",53,"M"
"131",2000,"KASPER",52,"M"
"132",2000,"KORNELIUSZ",52,"M"
"133",2000,"STEFAN",51,"M"
"134",2000,"JOACHIM",50,"M"
"135",2000,"MIESZKO",46,"M"
"136",2000,"IWO",45,"M"
"137",2000,"OKTAWIAN",45,"M"
"138",2000,"MAXIMILIAN",44,"M"
"139",2000,"MAURYCY",43,"M"
"140",2000,"NATANIEL",42,"M"
"141",2000,"JEREMIASZ",38,"M"
"142",2000,"TYMON",37,"M"
"143",2000,"FRYDERYK",36,"M"
"144",2000,"EMILIAN",35,"M"
"145",2000,"KRYSPIN",35,"M"
"146",2000,"BERNARD",33,"M"
"147",2000,"CHRISTIAN",33,"M"
"148",2000,"GERARD",33,"M"
"149",2000,"THOMAS",33,"M"
"150",2000,"WŁADYSŁAW",33,"M"
"151",2000,"BOGUSŁAW",32,"M"
"152",2000,"KASJAN",32,"M"
"153",2000,"LEON",32,"M"
"154",2000,"HENRYK",31,"M"
"155",2000,"KSAWERY",31,"M"
"156",2000,"ELIASZ",30,"M"
"157",2000,"KONSTANTY",30,"M"
"158",2000,"ARON",28,"M"
"159",2000,"DENNIS",27,"M"
"160",2000,"MATTHEW",27,"M"
"161",2000,"JORDAN",26,"M"
"162",2000,"MATTEO",26,"M"
"163",2000,"ROLAND",26,"M"
"164",2000,"MARCO",25,"M"
"165",2000,"MARIAN",25,"M"
"166",2000,"NICHOLAS",25,"M"
"167",2000,"OSCAR",25,"M"
"168",2000,"SIMON",25,"M"
"169",2000,"FLORIAN",24,"M"
"170",2000,"GUSTAW",24,"M"
"171",2000,"KAZIMIERZ",23,"M"
"172",2000,"MILAN",22,"M"
"173",2000,"PAUL",22,"M"
"174",2000,"PHILIP",22,"M"
"175",2000,"ZACHARIASZ",21,"M"
"176",2000,"CHRISTOPHER",20,"M"
"177",2000,"JACOB",20,"M"
"178",2000,"PASCAL",20,"M"
"179",2000,"TYTUS",20,"M"
"180",2000,"BENJAMIN",19,"M"
"181",2000,"LEONARD",19,"M"
"182",2000,"LUKAS",19,"M"
"183",2000,"BOGUMIŁ",18,"M"
"184",2000,"ANDREAS",17,"M"
"185",2000,"BOGUSZ",17,"M"
"186",2000,"OLIVIER",17,"M"
"187",2000,"OMAR",17,"M"
"188",2000,"VICTOR",17,"M"
"189",2000,"BRIAN",16,"M"
"190",2000,"LUCA",16,"M"
"191",2000,"LUCJAN",16,"M"
"192",2000,"PETER",16,"M"
"193",2000,"ZIEMOWIT",16,"M"
"194",2000,"ALESSANDRO",15,"M"
"195",2000,"BENEDYKT",15,"M"
"196",2000,"DASTIN",15,"M"
"197",2000,"EDWIN",15,"M"
"198",2000,"JOHN",15,"M"
"199",2000,"KOSMA",15,"M"
"200",2000,"LUCAS",15,"M"
"201",2000,"MARIO",15,"M"
"202",2000,"MARK",15,"M"
"203",2000,"MARKUS",15,"M"
"204",2000,"OLEKSANDR",15,"M"
"205",2000,"WIESŁAW",15,"M"
"206",2000,"ARIEL",14,"M"
"207",2000,"BRANDON",14,"M"
"208",2000,"DAVIDE",14,"M"
"209",2000,"ERIK",14,"M"
"210",2000,"MAX",14,"M"
"211",2000,"NICO",14,"M"
"212",2000,"NORMAN",14,"M"
"213",2000,"VIKTOR",14,"M"
"214",2000,"ANTONIO",13,"M"
"215",2000,"ARNOLD",13,"M"
"216",2000,"BRUNON",13,"M"
"217",2000,"EDGAR",13,"M"
"218",2000,"ERIC",13,"M"
"219",2000,"JONATHAN",13,"M"
"220",2000,"JUSTIN",13,"M"
"221",2000,"LUDWIK",13,"M"
"222",2000,"MARTYN",13,"M"
"223",2000,"MIRON",13,"M"
"224",2000,"NIKITA",13,"M"
"225",2000,"ANGELO",12,"M"
"226",2000,"CRISTIAN",12,"M"
"227",2000,"MARKO",12,"M"
"228",2000,"MICHEL",12,"M"
"229",2000,"ROCH",12,"M"
"230",2000,"VLADYSLAV",12,"M"
"231",2000,"ANTON",11,"M"
"232",2000,"IVAN",11,"M"
"233",2000,"JAROMIR",11,"M"
"234",2000,"KRISTIAN",11,"M"
"235",2000,"MANUEL",11,"M"
"236",2000,"NATHAN",11,"M"
"237",2000,"PATRYCJUSZ",11,"M"
"238",2000,"ROBIN",11,"M"
"239",2000,"SIMONE",11,"M"
"240",2000,"TRISTAN",11,"M"
"241",2000,"VINCENT",11,"M"
"242",2000,"BOLESŁAW",10,"M"
"243",2000,"BRYAN",10,"M"
"244",2000,"EDWARD",10,"M"
"245",2000,"FELIKS",10,"M"
"246",2000,"IAN",10,"M"
"247",2000,"KARIM",10,"M"
"248",2000,"PHILIPP",10,"M"
"249",2000,"WACŁAW",10,"M"
"250",2000,"WILLIAM",10,"M"
"251",2000,"WŁODZIMIERZ",10,"M"
"252",2000,"ZYGMUNT",10,"M"
"253",2000,"AARON",9,"M"
"254",2000,"ALEXANDRE",9,"M"
"255",2000,"ANDREA",9,"M"
"256",2000,"ARMIN",9,"M"
"257",2000,"CHRYSTIAN",9,"M"
"258",2000,"CYRYL",9,"M"
"259",2000,"DARIO",9,"M"
"260",2000,"JAMES",9,"M"
"261",2000,"JOSHUA",9,"M"
"262",2000,"KLEMENS",9,"M"
"263",2000,"KRZESIMIR",9,"M"
"264",2000,"MATTHIAS",9,"M"
"265",2000,"MICHAL",9,"M"
"266",2000,"MOHAMED",9,"M"
"267",2000,"PASKAL",9,"M"
"268",2000,"ALI",8,"M"
"269",2000,"ANDREW",8,"M"
"270",2000,"ANDRIY",8,"M"
"271",2000,"ANTHONY",8,"M"
"272",2000,"ARTHUR",8,"M"
"273",2000,"BARTEK",8,"M"
"274",2000,"BOHDAN",8,"M"
"275",2000,"CZESŁAW",8,"M"
"276",2000,"JAKOB",8,"M"
"277",2000,"LEO",8,"M"
"278",2000,"MIECZYSŁAW",8,"M"
"279",2000,"OLEH",8,"M"
"280",2000,"PATRIK",8,"M"
"281",2000,"ROGER",8,"M"
"282",2000,"WINCENTY",8,"M"
"283",2000,"AMIR",7,"M"
"284",2000,"BEN",7,"M"
"285",2000,"BRAYAN",7,"M"
"286",2000,"DENIZ",7,"M"
"287",2000,"DMYTRO",7,"M"
"288",2000,"DUSTIN",7,"M"
"289",2000,"ENRICO",7,"M"
"290",2000,"GAWEŁ",7,"M"
"291",2000,"HUGO",7,"M"
"292",2000,"IDO",7,"M"
"293",2000,"JOEL",7,"M"
"294",2000,"JOSEPH",7,"M"
"295",2000,"LEONARDO",7,"M"
"296",2000,"MARSEL",7,"M"
"297",2000,"MICHELE",7,"M"
"298",2000,"NICOLA",7,"M"
"299",2000,"NIKO",7,"M"
"300",2000,"RAFAEL",7,"M"
"301",2000,"RICHARD",7,"M"
"302",2000,"SAMI",7,"M"
"303",2000,"STEVEN",7,"M"
"304",2000,"SYMEON",7,"M"
"305",2000,"TYCJAN",7,"M"
"306",2000,"VOLODYMYR",7,"M"
"307",2000,"AHMED",6,"M"
"308",2000,"ALBERTO",6,"M"
"309",2000,"ALWARO",6,"M"
"310",2000,"ARTEM",6,"M"
"311",2000,"BASTIAN",6,"M"
"312",2000,"CONRAD",6,"M"
"313",2000,"FELIX",6,"M"
"314",2000,"FRANCESCO",6,"M"
"315",2000,"GIACOMO",6,"M"
"316",2000,"GIUSEPPE",6,"M"
"317",2000,"MAGOMED",6,"M"
"318",2000,"MAKARY",6,"M"
"319",2000,"MARC",6,"M"
"320",2000,"MARCELIN",6,"M"
"321",2000,"MARCJAN",6,"M"
"322",2000,"NOE",6,"M"
"323",2000,"OMER",6,"M"
"324",2000,"PAVLO",6,"M"
"325",2000,"RADEK",6,"M"
"326",2000,"RAJMUND",6,"M"
"327",2000,"RAPHAEL",6,"M"
"328",2000,"TOM",6,"M"
"329",2000,"WAWRZYNIEC",6,"M"
"330",2000,"ZENON",6,"M"
"331",2000,"ADRIANO",5,"M"
"332",2000,"ALBIN",5,"M"
"333",2000,"AMIT",5,"M"
"334",2000,"ARIAN",5,"M"
"335",2000,"ARMAN",5,"M"
"336",2000,"ARMANDO",5,"M"
"337",2000,"AXEL",5,"M"
"338",2000,"BRONISŁAW",5,"M"
"339",2000,"CLAUDIO",5,"M"
"340",2000,"DANYLO",5,"M"
"341",2000,"DENYS",5,"M"
"342",2000,"DIEGO",5,"M"
"343",2000,"DOMINIC",5,"M"
"344",2000,"DYMITR",5,"M"
"345",2000,"EMMANUEL",5,"M"
"346",2000,"GIOVANNI",5,"M"
"347",2000,"GUY",5,"M"
"348",2000,"HOANG",5,"M"
"349",2000,"ISMAIL",5,"M"
"350",2000,"IVO",5,"M"
"351",2000,"JACK",5,"M"
"352",2000,"JAREMA",5,"M"
"353",2000,"KAI",5,"M"
"354",2000,"KHAMZAT",5,"M"
"355",2000,"KYLE",5,"M"
"356",2000,"LORENZO",5,"M"
"357",2000,"MAIK",5,"M"
"358",2000,"MAJKEL",5,"M"
"359",2000,"MAKS",5,"M"
"360",2000,"MATHIAS",5,"M"
"361",2000,"MAXIM",5,"M"
"362",2000,"MIKE",5,"M"
"363",2000,"MYKOLA",5,"M"
"364",2000,"MYKYTA",5,"M"
"365",2000,"NATANAEL",5,"M"
"366",2000,"NAZAR",5,"M"
"367",2000,"OLEG",5,"M"
"368",2000,"OMRI",5,"M"
"369",2000,"OREST",5,"M"
"370",2000,"PHILLIP",5,"M"
"371",2000,"RADOMIR",5,"M"
"372",2000,"RICARDO",5,"M"
"373",2000,"RONALD",5,"M"
"374",2000,"RUBEN",5,"M"
"375",2000,"RYAN",5,"M"
"376",2000,"SALVATORE",5,"M"
"377",2000,"SANDRO",5,"M"
"378",2000,"SANTIAGO",5,"M"
"379",2000,"SEAN",5,"M"
"380",2000,"SEMIR",5,"M"
"381",2000,"SERAFIN",5,"M"
"382",2000,"TOMAS",5,"M"
"383",2000,"NATALIA",11511,"K"
"384",2000,"ALEKSANDRA",10940,"K"
"385",2000,"WIKTORIA",10144,"K"
"386",2000,"JULIA",10074,"K"
"387",2000,"WERONIKA",9680,"K"
"388",2000,"KAROLINA",7886,"K"
"389",2000,"KLAUDIA",6992,"K"
"390",2000,"PAULINA",6245,"K"
"391",2000,"PATRYCJA",5841,"K"
"392",2000,"KATARZYNA",5793,"K"
"393",2000,"ANNA",5104,"K"
"394",2000,"MAGDALENA",4845,"K"
"395",2000,"DOMINIKA",4502,"K"
"396",2000,"MARTYNA",3419,"K"
"397",2000,"ZUZANNA",3297,"K"
"398",2000,"OLIWIA",3269,"K"
"399",2000,"MARTA",3050,"K"
"400",2000,"KINGA",3005,"K"
"401",2000,"AGATA",2813,"K"
"402",2000,"KAMILA",2781,"K"
"403",2000,"SANDRA",2570,"K"
"404",2000,"AGNIESZKA",2550,"K"
"405",2000,"MONIKA",2541,"K"
"406",2000,"JOANNA",2450,"K"
"407",2000,"GABRIELA",2300,"K"
"408",2000,"JUSTYNA",2268,"K"
"409",2000,"ALICJA",2179,"K"
"410",2000,"DARIA",2117,"K"
"411",2000,"ANGELIKA",2065,"K"
"412",2000,"IZABELA",1842,"K"
"413",2000,"MARIA",1710,"K"
"414",2000,"MAŁGORZATA",1598,"K"
"415",2000,"SYLWIA",1576,"K"
"416",2000,"EMILIA",1503,"K"
"417",2000,"EWELINA",1334,"K"
"418",2000,"NIKOLA",1322,"K"
"419",2000,"MAJA",1275,"K"
"420",2000,"EWA",1112,"K"
"421",2000,"SARA",1071,"K"
"422",2000,"LAURA",1069,"K"
"423",2000,"MILENA",1066,"K"
"424",2000,"ROKSANA",1010,"K"
"425",2000,"ADRIANNA",981,"K"
"426",2000,"ZOFIA",916,"K"
"427",2000,"BARBARA",915,"K"
"428",2000,"OLGA",799,"K"
"429",2000,"JAGODA",684,"K"
"430",2000,"MARCELINA",647,"K"
"431",2000,"ANETA",644,"K"
"432",2000,"ANITA",634,"K"
"433",2000,"MICHALINA",559,"K"
"434",2000,"BEATA",534,"K"
"435",2000,"MARLENA",526,"K"
"436",2000,"KORNELIA",524,"K"
"437",2000,"DOROTA",512,"K"
"438",2000,"ELIZA",491,"K"
"439",2000,"DAGMARA",486,"K"
"440",2000,"URSZULA",471,"K"
"441",2000,"EDYTA",456,"K"
"442",2000,"HANNA",407,"K"
"443",2000,"KARINA",401,"K"
"444",2000,"KAJA",400,"K"
"445",2000,"IGA",399,"K"
"446",2000,"JULITA",385,"K"
"447",2000,"PAULA",337,"K"
"448",2000,"IWONA",335,"K"
"449",2000,"NICOLE",328,"K"
"450",2000,"MAGDA",325,"K"
"451",2000,"ANDŻELIKA",316,"K"
"452",2000,"ŻANETA",292,"K"
"453",2000,"ILONA",287,"K"
"454",2000,"MALWINA",280,"K"
"455",2000,"SABINA",277,"K"
"456",2000,"WIOLETTA",277,"K"
"457",2000,"NINA",270,"K"
"458",2000,"ELŻBIETA",268,"K"
"459",2000,"DIANA",254,"K"
"460",2000,"MARIKA",239,"K"
"461",2000,"LIDIA",227,"K"
"462",2000,"JOLANTA",225,"K"
"463",2000,"JESSICA",221,"K"
"464",2000,"MARZENA",219,"K"
"465",2000,"WIOLETA",208,"K"
"466",2000,"ŁUCJA",196,"K"
"467",2000,"SONIA",185,"K"
"468",2000,"ADRIANA",179,"K"
"469",2000,"MARIOLA",166,"K"
"470",2000,"VICTORIA",160,"K"
"471",2000,"MATYLDA",156,"K"
"472",2000,"IZABELLA",155,"K"
"473",2000,"NADIA",149,"K"
"474",2000,"NICOLA",139,"K"
"475",2000,"JOWITA",138,"K"
"476",2000,"AMANDA",133,"K"
"477",2000,"LUIZA",132,"K"
"478",2000,"MARIANNA",130,"K"
"479",2000,"FAUSTYNA",125,"K"
"480",2000,"LENA",122,"K"
"481",2000,"RENATA",121,"K"
"482",2000,"ADA",117,"K"
"483",2000,"ESTERA",116,"K"
"484",2000,"AMELIA",115,"K"
"485",2000,"ANTONINA",113,"K"
"486",2000,"HELENA",108,"K"
"487",2000,"ANASTAZJA",107,"K"
"488",2000,"RÓŻA",106,"K"
"489",2000,"KLARA",102,"K"
"490",2000,"JULIANNA",101,"K"
"491",2000,"POLA",97,"K"
"492",2000,"ALINA",92,"K"
"493",2000,"VANESSA",92,"K"
"494",2000,"OKTAWIA",90,"K"
"495",2000,"KRYSTYNA",86,"K"
"496",2000,"KALINA",84,"K"
"497",2000,"OLIVIA",84,"K"
"498",2000,"DANIELA",79,"K"
"499",2000,"CLAUDIA",73,"K"
"500",2000,"HONORATA",73,"K"
"501",2000,"SAMANTA",72,"K"
"502",2000,"JADWIGA",70,"K"
"503",2000,"OLIMPIA",68,"K"
"504",2000,"ROZALIA",67,"K"
"505",2000,"NICOL",66,"K"
"506",2000,"NIKOL",65,"K"
"507",2000,"AURELIA",64,"K"
"508",2000,"MARCELA",64,"K"
"509",2000,"BERNADETA",63,"K"
"510",2000,"DŻESIKA",63,"K"
"511",2000,"MICHELLE",62,"K"
"512",2000,"TERESA",62,"K"
"513",2000,"ANIELA",61,"K"
"514",2000,"INGA",60,"K"
"515",2000,"ELWIRA",59,"K"
"516",2000,"DANUTA",58,"K"
"517",2000,"JUDYTA",58,"K"
"518",2000,"PAMELA",58,"K"
"519",2000,"ALEXANDRA",56,"K"
"520",2000,"KONSTANCJA",56,"K"
"521",2000,"NATASZA",56,"K"
"522",2000,"VIKTORIA",56,"K"
"523",2000,"INEZ",55,"K"
"524",2000,"LILIANA",53,"K"
"525",2000,"MIRIAM",53,"K"
"526",2000,"BOŻENA",51,"K"
"527",2000,"ARLETA",50,"K"
"528",2000,"ALDONA",48,"K"
"529",2000,"BLANKA",47,"K"
"530",2000,"ERYKA",47,"K"
"531",2000,"IDA",47,"K"
"532",2000,"LUCYNA",46,"K"
"533",2000,"OLA",43,"K"
"534",2000,"NIKOLETTA",41,"K"
"535",2000,"SARAH",41,"K"
"536",2000,"MELANIA",40,"K"
"537",2000,"NOEMI",40,"K"
"538",2000,"ANGELA",39,"K"
"539",2000,"JESIKA",38,"K"
"540",2000,"WANESSA",38,"K"
"541",2000,"CELINA",37,"K"
"542",2000,"TATIANA",37,"K"
"543",2000,"MANUELA",36,"K"
"544",2000,"IRENA",35,"K"
"545",2000,"KASANDRA",35,"K"
"546",2000,"VERONICA",35,"K"
"547",2000,"BERNADETTA",34,"K"
"548",2000,"BOGUMIŁA",34,"K"
"549",2000,"MARIETTA",34,"K"
"550",2000,"ANDREA",33,"K"
"551",2000,"WANESA",32,"K"
"552",2000,"INES",31,"K"
"553",2000,"LIWIA",30,"K"
"554",2000,"NIKOLINA",30,"K"
"555",2000,"VERONIKA",30,"K"
"556",2000,"MARTINA",29,"K"
"557",2000,"BOGNA",28,"K"
"558",2000,"DONATA",28,"K"
"559",2000,"JENNIFER",28,"K"
"560",2000,"GRAŻYNA",27,"K"
"561",2000,"DAJANA",26,"K"
"562",2000,"EMANUELA",26,"K"
"563",2000,"ŻAKLINA",26,"K"
"564",2000,"KSENIA",25,"K"
"565",2000,"MARYLA",25,"K"
"566",2000,"NATALIE",25,"K"
"567",2000,"STEFANIA",25,"K"
"568",2000,"TAMARA",25,"K"
"569",2000,"MARITA",24,"K"
"570",2000,"NIKOLETA",24,"K"
"571",2000,"SIMONA",24,"K"
"572",2000,"WANDA",24,"K"
"573",2000,"EMMA",23,"K"
"574",2000,"JESSIKA",23,"K"
"575",2000,"LILIANNA",23,"K"
"576",2000,"MAYA",23,"K"
"577",2000,"NELA",22,"K"
"578",2000,"SOFIA",22,"K"
"579",2000,"SOPHIE",22,"K"
"580",2000,"BRYGIDA",21,"K"
"581",2000,"CAROLINE",21,"K"
"582",2000,"GLORIA",21,"K"
"583",2000,"IRMINA",21,"K"
"584",2000,"IZA",21,"K"
"585",2000,"JAŚMINA",20,"K"
"586",2000,"MAJKA",20,"K"
"587",2000,"MIRELLA",20,"K"
"588",2000,"SABRINA",20,"K"
"589",2000,"ANGELINA",19,"K"
"590",2000,"EMILA",19,"K"
"591",2000,"ERIKA",19,"K"
"592",2000,"KLAUDYNA",19,"K"
"593",2000,"BOGUSŁAWA",18,"K"
"594",2000,"DALIA",18,"K"
"595",2000,"GRETA",18,"K"
"596",2000,"MARCJANNA",18,"K"
"597",2000,"MICHAELA",18,"K"
"598",2000,"PATRICIA",18,"K"
"599",2000,"REGINA",18,"K"
"600",2000,"STELLA",18,"K"
"601",2000,"ADELA",17,"K"
"602",2000,"ARLETTA",17,"K"
"603",2000,"BIANKA",17,"K"
"604",2000,"EMILY",17,"K"
"605",2000,"ISABELLA",17,"K"
"606",2000,"MIRELA",17,"K"
"607",2000,"JANINA",16,"K"
"608",2000,"PAOLA",16,"K"
"609",2000,"VIOLETTA",16,"K"
"610",2000,"HALINA",15,"K"
"611",2000,"KORNELA",15,"K"
"612",2000,"JESICA",14,"K"
"613",2000,"WALERIA",14,"K"
"614",2000,"WIRGINIA",14,"K"
"615",2000,"ANASTASIA",13,"K"
"616",2000,"ANASTASIIA",13,"K"
"617",2000,"NEL",13,"K"
"618",2000,"NICOLETTA",13,"K"
"619",2000,"RAMONA",13,"K"
"620",2000,"CHIARA",12,"K"
"621",2000,"DEBORA",12,"K"
"622",2000,"GIULIA",12,"K"
"623",2000,"KAMILLA",12,"K"
"624",2000,"LARYSA",12,"K"
"625",2000,"MONICA",12,"K"
"626",2000,"RITA",12,"K"
"627",2000,"ANIKA",11,"K"
"628",2000,"BERENIKA",11,"K"
"629",2000,"ELENA",11,"K"
"630",2000,"JASMIN",11,"K"
"631",2000,"LINDA",11,"K"
"632",2000,"LUDWIKA",11,"K"
"633",2000,"MALINA",11,"K"
"634",2000,"NOA",11,"K"
"635",2000,"OKSANA",11,"K"
"636",2000,"OLENA",11,"K"
"637",2000,"OTYLIA",11,"K"
"638",2000,"SYLVIA",11,"K"
"639",2000,"ANGELICA",10,"K"
"640",2000,"DELFINA",10,"K"
"641",2000,"DOBRAWA",10,"K"
"642",2000,"FATIMA",10,"K"
"643",2000,"GAJA",10,"K"
"644",2000,"GRACJANA",10,"K"
"645",2000,"KATHERINE",10,"K"
"646",2000,"MARIE",10,"K"
"647",2000,"MELANIE",10,"K"
"648",2000,"RAFAELA",10,"K"
"649",2000,"WALENTYNA",10,"K"
"650",2000,"CAROLINA",9,"K"
"651",2000,"ELIZABETH",9,"K"
"652",2000,"EVA",9,"K"
"653",2000,"GABRIELLA",9,"K"
"654",2000,"IRYNA",9,"K"
"655",2000,"JÓZEFINA",9,"K"
"656",2000,"LISA",9,"K"
"657",2000,"LUISA",9,"K"
"658",2000,"MARIETA",9,"K"
"659",2000,"MELISA",9,"K"
"660",2000,"MIROSŁAWA",9,"K"
"661",2000,"ORIANA",9,"K"
"662",2000,"PALOMA",9,"K"
"663",2000,"SYNTIA",9,"K"
"664",2000,"VALENTINA",9,"K"
"665",2000,"VITTORIA",9,"K"
"666",2000,"ABIGAIL",8,"K"
"667",2000,"ALESSANDRA",8,"K"
"668",2000,"ANTONIA",8,"K"
"669",2000,"BALBINA",8,"K"
"670",2000,"EVELINA",8,"K"
"671",2000,"FLORENTYNA",8,"K"
"672",2000,"IDALIA",8,"K"
"673",2000,"ISABEL",8,"K"
"674",2000,"ISMENA",8,"K"
"675",2000,"JACQUELINE",8,"K"
"676",2000,"JAGNA",8,"K"
"677",2000,"JANA",8,"K"
"678",2000,"JULIANA",8,"K"
"679",2000,"KATHARINA",8,"K"
"680",2000,"KESJA",8,"K"
"681",2000,"KLEMENTYNA",8,"K"
"682",2000,"LETYCJA",8,"K"
"683",2000,"LORENA",8,"K"
"684",2000,"MARGARETA",8,"K"
"685",2000,"MARINA",8,"K"
"686",2000,"MELISSA",8,"K"
"687",2000,"MIRANDA",8,"K"
"688",2000,"NATHALIE",8,"K"
"689",2000,"PATRIZIA",8,"K"
"690",2000,"ALICE",7,"K"
"691",2000,"ANA",7,"K"
"692",2000,"ARIADNA",7,"K"
"693",2000,"ARIANA",7,"K"
"694",2000,"BENITA",7,"K"
"695",2000,"CARMEN",7,"K"
"696",2000,"CECYLIA",7,"K"
"697",2000,"CHANTAL",7,"K"
"698",2000,"CHRISTINA",7,"K"
"699",2000,"DAGNA",7,"K"
"700",2000,"ELISA",7,"K"
"701",2000,"FELICJA",7,"K"
"702",2000,"JASMINA",7,"K"
"703",2000,"KRZYSZTOFA",7,"K"
"704",2000,"LEA",7,"K"
"705",2000,"LUDMIŁA",7,"K"
"706",2000,"NADINE",7,"K"
"707",2000,"ROBERTA",7,"K"
"708",2000,"SILVIA",7,"K"
"709",2000,"VIKTORIIA",7,"K"
"710",2000,"ŻAKLIN",7,"K"
"711",2000,"AMINA",6,"K"
