"","Rok","Imię","Liczba","Płeć"
"2849",2003,"DAGMARA",440,"K"
"2850",2003,"URSZULA",425,"K"
"2851",2003,"KARINA",386,"K"
"2852",2003,"NICOLE",377,"K"
"2853",2003,"NINA",373,"K"
"2854",2003,"DOROTA",360,"K"
"2855",2003,"ANITA",354,"K"
"2856",2003,"MALWINA",344,"K"
"2857",2003,"MARLENA",336,"K"
"2858",2003,"ANETA",317,"K"
"2859",2003,"ANDŻELIKA",316,"K"
"2860",2003,"ELIZA",302,"K"
"2861",2003,"ANASTAZJA",299,"K"
"2862",2003,"PAULA",289,"K"
"2863",2003,"EDYTA",263,"K"
"2864",2003,"LENA",259,"K"
"2865",2003,"BEATA",255,"K"
"2866",2003,"ŁUCJA",246,"K"
"2867",2003,"MATYLDA",240,"K"
"2868",2003,"MARIKA",237,"K"
"2869",2003,"NICOLA",218,"K"
"2870",2003,"JESSICA",215,"K"
"2871",2003,"MAGDA",214,"K"
"2872",2003,"POLA",211,"K"
"2873",2003,"LIDIA",208,"K"
"2874",2003,"VANESSA",189,"K"
"2875",2003,"ANTONINA",181,"K"
"2876",2003,"ELŻBIETA",175,"K"
"2877",2003,"ANIELA",166,"K"
"2878",2003,"LIWIA",161,"K"
"2879",2003,"VICTORIA",160,"K"
"2880",2003,"DIANA",159,"K"
"2881",2003,"HELENA",157,"K"
"2882",2003,"IWONA",157,"K"
"2883",2003,"OLIVIA",155,"K"
"2884",2003,"JULIANNA",154,"K"
"2885",2003,"ROZALIA",148,"K"
"2886",2003,"SABINA",146,"K"
"2887",2003,"SONIA",144,"K"
"2888",2003,"WANESSA",140,"K"
"2889",2003,"ILONA",139,"K"
"2890",2003,"MARIANNA",139,"K"
"2891",2003,"RÓŻA",139,"K"
"2892",2003,"WIOLETTA",137,"K"
"2893",2003,"ŻANETA",134,"K"
"2894",2003,"KALINA",132,"K"
"2895",2003,"DOBROSŁAWA",131,"K"
"2896",2003,"KLARA",131,"K"
"2897",2003,"JOLANTA",126,"K"
"2898",2003,"NATASZA",125,"K"
"2899",2003,"IZABELLA",115,"K"
"2900",2003,"FAUSTYNA",114,"K"
"2901",2003,"ADA",113,"K"
"2902",2003,"JOWITA",109,"K"
"2903",2003,"ESTERA",108,"K"
"2904",2003,"MARZENA",108,"K"
"2905",2003,"INGA",106,"K"
"2906",2003,"LUIZA",105,"K"
"2907",2003,"ADRIANA",104,"K"
"2908",2003,"SAMANTA",104,"K"
"2909",2003,"WIOLETA",100,"K"
"2910",2003,"LILIANA",96,"K"
"2911",2003,"AURELIA",93,"K"
"2912",2003,"WANESA",87,"K"
"2913",2003,"TATIANA",86,"K"
"2914",2003,"KRYSTYNA",85,"K"
"2915",2003,"MARIOLA",84,"K"
"2916",2003,"AMANDA",82,"K"
"2917",2003,"BLANKA",78,"K"
"2918",2003,"OKTAWIA",78,"K"
"2919",2003,"CLAUDIA",76,"K"
"2920",2003,"OLIMPIA",73,"K"
"2921",2003,"ALINA",67,"K"
"2922",2003,"IDA",64,"K"
"2923",2003,"VIKTORIA",63,"K"
"2924",2003,"MICHELLE",60,"K"
"2925",2003,"MAYA",58,"K"
"2926",2003,"RENATA",56,"K"
"2927",2003,"ALEXANDRA",54,"K"
"2928",2003,"NIKOL",53,"K"
"2929",2003,"INEZ",52,"K"
"2930",2003,"JADWIGA",52,"K"
"2931",2003,"DANIELA",51,"K"
"2932",2003,"NELA",50,"K"
"2933",2003,"JUDYTA",48,"K"
"2934",2003,"MIRIAM",48,"K"
"2935",2003,"BIANKA",47,"K"
"2936",2003,"MELANIA",44,"K"
"2937",2003,"HONORATA",42,"K"
"2938",2003,"NOEMI",42,"K"
"2939",2003,"KONSTANCJA",41,"K"
"2940",2003,"OTYLIA",41,"K"
"2941",2003,"SARAH",41,"K"
"2942",2003,"TAMARA",41,"K"
"2943",2003,"TERESA",40,"K"
"2944",2003,"DANUTA",39,"K"
"2945",2003,"DŻESIKA",39,"K"
"2946",2003,"MARCELA",39,"K"
"2947",2003,"APOLONIA",38,"K"
"2948",2003,"ELWIRA",38,"K"
"2949",2003,"NICOL",38,"K"
"2950",2003,"NIKOLETTA",38,"K"
"2951",2003,"INES",37,"K"
"2952",2003,"IZA",35,"K"
"2953",2003,"JENNIFER",35,"K"
"2954",2003,"MARTINA",35,"K"
"2955",2003,"BOŻENA",34,"K"
"2956",2003,"EMILY",34,"K"
"2957",2003,"ERYKA",34,"K"
"2958",2003,"NATALIE",34,"K"
"2959",2003,"SIMONA",34,"K"
"2960",2003,"JAGNA",33,"K"
"2961",2003,"BOGUMIŁA",32,"K"
"2962",2003,"VERONICA",32,"K"
"2963",2003,"LILIANNA",31,"K"
"2964",2003,"MARCJANNA",29,"K"
"2965",2003,"CELINA",28,"K"
"2966",2003,"JESSIKA",28,"K"
"2967",2003,"LUCYNA",28,"K"
"2968",2003,"VERONIKA",28,"K"
"2969",2003,"GIULIA",27,"K"
"2970",2003,"OLA",27,"K"
"2971",2003,"ANGELA",26,"K"
"2972",2003,"IRENA",26,"K"
"2973",2003,"PAMELA",26,"K"
"2974",2003,"MICHAELA",25,"K"
"2975",2003,"LARYSA",24,"K"
"2976",2003,"MAJKA",24,"K"
"2977",2003,"PATRICIA",24,"K"
"2978",2003,"BERNADETA",23,"K"
"2979",2003,"BOGNA",23,"K"
"2980",2003,"BRYGIDA",23,"K"
"2981",2003,"ARLETA",22,"K"
"2982",2003,"CHIARA",22,"K"
"2983",2003,"JESIKA",22,"K"
"2984",2003,"KSENIA",22,"K"
"2985",2003,"SOPHIE",22,"K"
"2986",2003,"ŻAKLINA",22,"K"
"2987",2003,"DOBROCHNA",21,"K"
"2988",2003,"SOFIA",21,"K"
"2989",2003,"ANDREA",20,"K"
"2990",2003,"CAROLINE",20,"K"
"2991",2003,"GLORIA",20,"K"
"2992",2003,"JANINA",20,"K"
"2993",2003,"KASANDRA",20,"K"
"2994",2003,"NEL",20,"K"
"2995",2003,"STEFANIA",20,"K"
"2996",2003,"ADELA",19,"K"
"2997",2003,"BERNADETTA",19,"K"
"2998",2003,"GRACJANA",19,"K"
"2999",2003,"IRMINA",19,"K"
"3000",2003,"JAŚMINA",19,"K"
"3001",2003,"MALINA",19,"K"
"3002",2003,"MARYLA",19,"K"
"3003",2003,"WANDA",19,"K"
"3004",2003,"ALDONA",18,"K"
"3005",2003,"ANTONIA",18,"K"
"3006",2003,"LINDA",18,"K"
"3007",2003,"NIKOLINA",18,"K"
"3008",2003,"OKSANA",18,"K"
"3009",2003,"GRAŻYNA",17,"K"
"3010",2003,"JASMIN",17,"K"
"3011",2003,"MARITA",17,"K"
"3012",2003,"RITA",17,"K"
"3013",2003,"SABRINA",17,"K"
"3014",2003,"EMANUELA",16,"K"
"3015",2003,"ISMENA",16,"K"
"3016",2003,"LARA",16,"K"
"3017",2003,"LEA",16,"K"
"3018",2003,"MANUELA",16,"K"
"3019",2003,"MIRANDA",16,"K"
"3020",2003,"ALICE",15,"K"
"3021",2003,"CHANTAL",15,"K"
"3022",2003,"DOBRAWA",15,"K"
"3023",2003,"EVA",15,"K"
"3024",2003,"GRETA",15,"K"
"3025",2003,"KAYA",15,"K"
"3026",2003,"KLAUDYNA",15,"K"
"3027",2003,"MIRELLA",15,"K"
"3028",2003,"STELLA",15,"K"
"3029",2003,"ALESSIA",14,"K"
"3030",2003,"ANGELICA",14,"K"
"3031",2003,"ANGELINA",14,"K"
"3032",2003,"GAJA",14,"K"
"3033",2003,"JANA",14,"K"
"3034",2003,"PAOLA",14,"K"
"3035",2003,"BERENIKA",13,"K"
"3036",2003,"BOGUSŁAWA",13,"K"
"3037",2003,"CAROLINA",13,"K"
"3038",2003,"ELENA",13,"K"
"3039",2003,"EMILA",13,"K"
"3040",2003,"FATIMA",13,"K"
"3041",2003,"HALINA",13,"K"
"3042",2003,"LILIA",13,"K"
"3043",2003,"LISA",13,"K"
"3044",2003,"MELISA",13,"K"
"3045",2003,"MELISSA",13,"K"
"3046",2003,"MIA",13,"K"
"3047",2003,"REGINA",13,"K"
"3048",2003,"SAMANTHA",13,"K"
"3049",2003,"VITTORIA",13,"K"
"3050",2003,"ARIANA",12,"K"
"3051",2003,"DONATA",12,"K"
"3052",2003,"EMMA",12,"K"
"3053",2003,"ISABELLA",12,"K"
"3054",2003,"MARIETTA",12,"K"
"3055",2003,"NIKOLETA",12,"K"
"3056",2003,"SOPHIA",12,"K"
"3057",2003,"WALERIA",12,"K"
"3058",2003,"ALICIA",11,"K"
"3059",2003,"CECYLIA",11,"K"
"3060",2003,"DEBORA",11,"K"
"3061",2003,"JASMINA",11,"K"
"3062",2003,"KLEMENTYNA",11,"K"
"3063",2003,"KORNELA",11,"K"
"3064",2003,"NATHALIE",11,"K"
"3065",2003,"NICOLETTA",11,"K"
"3066",2003,"NICOLL",11,"K"
"3067",2003,"RAYANA",11,"K"
"3068",2003,"ANASTASIYA",10,"K"
"3069",2003,"CARMEN",10,"K"
"3070",2003,"ELISA",10,"K"
"3071",2003,"ERIKA",10,"K"
"3072",2003,"GABRIELLA",10,"K"
"3073",2003,"KARMEN",10,"K"
"3074",2003,"MARIE",10,"K"
"3075",2003,"NAOMI",10,"K"
"3076",2003,"NOA",10,"K"
"3077",2003,"ORIANA",10,"K"
"3078",2003,"SYLVIA",10,"K"
"3079",2003,"TOLA",10,"K"
"3080",2003,"VALENTINA",10,"K"
"3081",2003,"AMINA",9,"K"
"3082",2003,"ANASTASIA",9,"K"
"3083",2003,"ANASTASIIA",9,"K"
"3084",2003,"ARIADNA",9,"K"
"3085",2003,"CATHERINE",9,"K"
"3086",2003,"DAGNA",9,"K"
"3087",2003,"DALIA",9,"K"
"3088",2003,"DOBROMIŁA",9,"K"
"3089",2003,"ISABEL",9,"K"
"3090",2003,"JAGIENKA",9,"K"
"3091",2003,"JESICA",9,"K"
"3092",2003,"MAIA",9,"K"
"3093",2003,"MELANIE",9,"K"
"3094",2003,"NATASHA",9,"K"
"3095",2003,"NELL",9,"K"
"3096",2003,"SHIRA",9,"K"
"3097",2003,"SUSANNA",9,"K"
"3098",2003,"WIRGINIA",9,"K"
"3099",2003,"ANIKA",8,"K"
"3100",2003,"CAMILLA",8,"K"
"3101",2003,"CYNTIA",8,"K"
"3102",2003,"EMILIE",8,"K"
"3103",2003,"IMAN",8,"K"
"3104",2003,"INKA",8,"K"
"3105",2003,"JACQUELINE",8,"K"
"3106",2003,"JULIANA",8,"K"
"3107",2003,"KATERYNA",8,"K"
"3108",2003,"LORENA",8,"K"
"3109",2003,"LUISA",8,"K"
"3110",2003,"MARIANA",8,"K"
"3111",2003,"NELLY",8,"K"
"3112",2003,"REBEKA",8,"K"
"3113",2003,"WALENTYNA",8,"K"
"3114",2003,"ALENA",7,"K"
"3115",2003,"ALESSANDRA",7,"K"
"3116",2003,"AYSHAT",7,"K"
"3117",2003,"CHARLOTTE",7,"K"
"3118",2003,"CLARA",7,"K"
"3119",2003,"DAJANA",7,"K"
"3120",2003,"DELFINA",7,"K"
"3121",2003,"ELIZABETH",7,"K"
"3122",2003,"EUNIKA",7,"K"
"3123",2003,"KASJANA",7,"K"
"3124",2003,"KRZYSZTOFA",7,"K"
"3125",2003,"MARGARETA",7,"K"
"3126",2003,"MARINA",7,"K"
"3127",2003,"MIRELA",7,"K"
"3128",2003,"RONI",7,"K"
"3129",2003,"SOFIIA",7,"K"
"3130",2003,"VANESA",7,"K"
"3131",2003,"VIVIEN",7,"K"
"3132",2003,"YELYZAVETA",7,"K"
"3133",2003,"ADELINA",6,"K"
"3134",2003,"ALMA",6,"K"
"3135",2003,"AURORA",6,"K"
"3136",2003,"CARLA",6,"K"
"3137",2003,"CATERINA",6,"K"
"3138",2003,"ELENI",6,"K"
"3139",2003,"ELEONORA",6,"K"
"3140",2003,"ELISABETH",6,"K"
"3141",2003,"GAIA",6,"K"
"3142",2003,"GRACJA",6,"K"
"3143",2003,"KESJA",6,"K"
"3144",2003,"LAILA",6,"K"
"3145",2003,"LETYCJA",6,"K"
"3146",2003,"LIGIA",6,"K"
"3147",2003,"LUDWIKA",6,"K"
"3148",2003,"MARTHA",6,"K"
"3149",2003,"MICHELA",6,"K"
"3150",2003,"MILA",6,"K"
"3151",2003,"MONICA",6,"K"
"3152",2003,"NADINE",6,"K"
"3153",2003,"NADJA",6,"K"
"3154",2003,"OFELIA",6,"K"
"3155",2003,"PATRIZIA",6,"K"
"3156",2003,"RAFAELA",6,"K"
"3157",2003,"ROMA",6,"K"
"3158",2003,"STEPHANIE",6,"K"
"3159",2003,"VIKTORIIA",6,"K"
"3160",2003,"ABIGAIL",5,"K"
"3161",2003,"AIDA",5,"K"
"3162",2003,"AMÉLIE",5,"K"
"3163",2003,"AMY",5,"K"
"3164",2003,"ANA",5,"K"
"3165",2003,"ANYA",5,"K"
"3166",2003,"ARLETTA",5,"K"
"3167",2003,"AYA",5,"K"
"3168",2003,"CELESTYNA",5,"K"
"3169",2003,"CHRISTINA",5,"K"
"3170",2003,"ELINA",5,"K"
"3171",2003,"ESMERALDA",5,"K"
"3172",2003,"HALSZKA",5,"K"
"3173",2003,"HEIDI",5,"K"
"3174",2003,"IDALIA",5,"K"
"3175",2003,"INA",5,"K"
"3176",2003,"ISABELLE",5,"K"
"3177",2003,"JASMINE",5,"K"
"3178",2003,"JÓZEFINA",5,"K"
"3179",2003,"JULIE",5,"K"
"3180",2003,"JULIETTE",5,"K"
"3181",2003,"KAMILLA",5,"K"
"3182",2003,"KARMELA",5,"K"
"3183",2003,"KATHARINA",5,"K"
"3184",2003,"KATIA",5,"K"
"3185",2003,"KATRIN",5,"K"
"3186",2003,"KATRINA",5,"K"
"3187",2003,"KHADIZHAT",5,"K"
"3188",2003,"KSYMENA",5,"K"
"3189",2003,"LEILA",5,"K"
"3190",2003,"LILA",5,"K"
"3191",2003,"LUCIA",5,"K"
"3192",2003,"MAKKA",5,"K"
"3193",2003,"MARIAM",5,"K"
"3194",2003,"MARKHA",5,"K"
"3195",2003,"MIROSŁAWA",5,"K"
"3196",2003,"NADZIEJA",5,"K"
"3197",2003,"NIKA",5,"K"
"3198",2003,"NORA",5,"K"
"3199",2003,"PALOMA",5,"K"
"3200",2003,"ROXANA",5,"K"
"3201",2003,"SELENA",5,"K"
"3202",2003,"SHAHAR",5,"K"
"3203",2003,"SYNTIA",5,"K"
"3204",2003,"TANZILA",5,"K"
"3205",2003,"VALERIA",5,"K"
"3206",2003,"VIKTORIYA",5,"K"
"3207",2003,"YUVAL",5,"K"
"3208",2004,"JAKUB",16431,"M"
"3209",2004,"KACPER",12802,"M"
"3210",2004,"MATEUSZ",10549,"M"
"3211",2004,"MICHAŁ",6930,"M"
"3212",2004,"DAWID",5887,"M"
"3213",2004,"SZYMON",5705,"M"
"3214",2004,"KAMIL",5252,"M"
"3215",2004,"BARTOSZ",5141,"M"
"3216",2004,"PATRYK",4845,"M"
"3217",2004,"MACIEJ",4758,"M"
"3218",2004,"PIOTR",4575,"M"
"3219",2004,"FILIP",4179,"M"
"3220",2004,"DOMINIK",3891,"M"
"3221",2004,"PAWEŁ",3801,"M"
"3222",2004,"MIKOŁAJ",3540,"M"
"3223",2004,"WIKTOR",3510,"M"
"3224",2004,"ADRIAN",2945,"M"
"3225",2004,"ADAM",2924,"M"
"3226",2004,"BARTŁOMIEJ",2876,"M"
"3227",2004,"IGOR",2806,"M"
"3228",2004,"ŁUKASZ",2678,"M"
"3229",2004,"JAN",2643,"M"
"3230",2004,"DAMIAN",2490,"M"
"3231",2004,"SEBASTIAN",2482,"M"
"3232",2004,"OSKAR",2462,"M"
"3233",2004,"KRZYSZTOF",2461,"M"
"3234",2004,"HUBERT",2347,"M"
"3235",2004,"KRYSTIAN",2325,"M"
"3236",2004,"MARCIN",2177,"M"
"3237",2004,"TOMASZ",2127,"M"
"3238",2004,"KONRAD",2100,"M"
"3239",2004,"WOJCIECH",2026,"M"
"3240",2004,"MAKSYMILIAN",1924,"M"
"3241",2004,"DANIEL",1860,"M"
"3242",2004,"ALEKSANDER",1768,"M"
"3243",2004,"KAROL",1724,"M"
"3244",2004,"MIŁOSZ",1637,"M"
"3245",2004,"OLIWIER",1503,"M"
"3246",2004,"MARCEL",1438,"M"
"3247",2004,"PRZEMYSŁAW",1148,"M"
"3248",2004,"RAFAŁ",1131,"M"
"3249",2004,"ERYK",1031,"M"
"3250",2004,"ANTONI",995,"M"
"3251",2004,"ALAN",977,"M"
"3252",2004,"GRZEGORZ",969,"M"
"3253",2004,"NORBERT",956,"M"
"3254",2004,"NIKODEM",928,"M"
"3255",2004,"STANISŁAW",882,"M"
"3256",2004,"RADOSŁAW",786,"M"
"3257",2004,"ARKADIUSZ",743,"M"
"3258",2004,"ARTUR",726,"M"
"3259",2004,"ROBERT",710,"M"
"3260",2004,"FABIAN",703,"M"
"3261",2004,"GRACJAN",698,"M"
"3262",2004,"MAREK",691,"M"
"3263",2004,"GABRIEL",675,"M"
"3264",2004,"FRANCISZEK",608,"M"
"3265",2004,"BŁAŻEJ",552,"M"
"3266",2004,"OLAF",514,"M"
"3267",2004,"TYMOTEUSZ",502,"M"
"3268",2004,"ANDRZEJ",487,"M"
"3269",2004,"JACEK",441,"M"
"3270",2004,"CEZARY",432,"M"
"3271",2004,"MARIUSZ",374,"M"
"3272",2004,"KAJETAN",362,"M"
"3273",2004,"KUBA",357,"M"
"3274",2004,"DARIUSZ",354,"M"
"3275",2004,"JULIAN",338,"M"
"3276",2004,"EMIL",336,"M"
"3277",2004,"SEWERYN",309,"M"
"3278",2004,"TOBIASZ",299,"M"
"3279",2004,"KSAWERY",291,"M"
"3280",2004,"ALEKS",284,"M"
"3281",2004,"KLAUDIUSZ",274,"M"
"3282",2004,"JĘDRZEJ",258,"M"
"3283",2004,"KORNEL",258,"M"
"3284",2004,"DORIAN",232,"M"
"3285",2004,"JAROSŁAW",232,"M"
"3286",2004,"IGNACY",220,"M"
"3287",2004,"KEWIN",212,"M"
"3288",2004,"REMIGIUSZ",211,"M"
"3289",2004,"ALBERT",208,"M"
"3290",2004,"CYPRIAN",191,"M"
"3291",2004,"OLIWER",187,"M"
"3292",2004,"TYMON",186,"M"
"3293",2004,"NATAN",173,"M"
"3294",2004,"DENIS",169,"M"
"3295",2004,"OLIVIER",167,"M"
"3296",2004,"ERNEST",158,"M"
"3297",2004,"MAKSYM",157,"M"
"3298",2004,"BORYS",156,"M"
"3299",2004,"SAMUEL",148,"M"
"3300",2004,"SYLWESTER",145,"M"
"3301",2004,"DAVID",140,"M"
"3302",2004,"KEVIN",140,"M"
"3303",2004,"JERZY",138,"M"
"3304",2004,"MARCELI",137,"M"
"3305",2004,"WITOLD",136,"M"
"3306",2004,"ALEXANDER",133,"M"
"3307",2004,"SŁAWOMIR",130,"M"
"3308",2004,"JULIUSZ",129,"M"
"3309",2004,"SERGIUSZ",125,"M"
"3310",2004,"KORDIAN",119,"M"
"3311",2004,"ALEKSY",112,"M"
"3312",2004,"OLIVER",109,"M"
"3313",2004,"ALEX",108,"M"
"3314",2004,"BRUNO",99,"M"
"3315",2004,"AMADEUSZ",98,"M"
"3316",2004,"IWO",96,"M"
"3317",2004,"MARTIN",95,"M"
"3318",2004,"LEON",94,"M"
"3319",2004,"MICHAEL",94,"M"
"3320",2004,"BRAJAN",92,"M"
"3321",2004,"JÓZEF",87,"M"
"3322",2004,"TADEUSZ",87,"M"
"3323",2004,"JANUSZ",84,"M"
"3324",2004,"BENIAMIN",82,"M"
"3325",2004,"NATANIEL",81,"M"
"3326",2004,"JONASZ",74,"M"
"3327",2004,"KSAWIER",74,"M"
"3328",2004,"PATRICK",72,"M"
"3329",2004,"NIKOLAS",70,"M"
"3330",2004,"JOACHIM",69,"M"
"3331",2004,"OLGIERD",69,"M"
"3332",2004,"MIESZKO",68,"M"
"3333",2004,"OKTAWIAN",68,"M"
"3334",2004,"JONATAN",67,"M"
"3335",2004,"MAXIMILIAN",67,"M"
"3336",2004,"ROMAN",67,"M"
"3337",2004,"MAURYCY",66,"M"
"3338",2004,"NICOLAS",64,"M"
"3339",2004,"ZBIGNIEW",64,"M"
"3340",2004,"RYSZARD",61,"M"
"3341",2004,"KASPER",60,"M"
"3342",2004,"STEFAN",60,"M"
"3343",2004,"SZCZEPAN",60,"M"
"3344",2004,"JEREMI",58,"M"
"3345",2004,"KRYSPIN",57,"M"
"3346",2004,"MIROSŁAW",56,"M"
"3347",2004,"KASJAN",54,"M"
"3348",2004,"LESZEK",51,"M"
"3349",2004,"EMANUEL",49,"M"
"3350",2004,"ERWIN",49,"M"
"3351",2004,"EMILIAN",48,"M"
"3352",2004,"JACOB",45,"M"
"3353",2004,"KORNELIUSZ",45,"M"
"3354",2004,"MATTHEW",45,"M"
"3355",2004,"JEREMIASZ",43,"M"
"3356",2004,"KAZIMIERZ",43,"M"
"3357",2004,"OSCAR",43,"M"
"3358",2004,"VICTOR",43,"M"
"3359",2004,"KONSTANTY",42,"M"
"3360",2004,"GUSTAW",40,"M"
"3361",2004,"PASCAL",36,"M"
"3362",2004,"FRYDERYK",34,"M"
"3363",2004,"LEONARD",34,"M"
"3364",2004,"MILAN",34,"M"
"3365",2004,"CHRISTIAN",32,"M"
"3366",2004,"PASKAL",32,"M"
"3367",2004,"LUCJAN",31,"M"
"3368",2004,"MAKS",31,"M"
"3369",2004,"THOMAS",31,"M"
"3370",2004,"TYTUS",31,"M"
"3371",2004,"WŁADYSŁAW",31,"M"
"3372",2004,"BOGDAN",30,"M"
"3373",2004,"GERARD",30,"M"
"3374",2004,"MATTEO",30,"M"
"3375",2004,"NICHOLAS",30,"M"
"3376",2004,"FLORIAN",28,"M"
"3377",2004,"IRENEUSZ",28,"M"
"3378",2004,"WALDEMAR",28,"M"
"3379",2004,"OLEG",27,"M"
"3380",2004,"PHILIP",27,"M"
"3381",2004,"SIMON",27,"M"
"3382",2004,"BERNARD",26,"M"
"3383",2004,"XAVIER",26,"M"
"3384",2004,"ARON",25,"M"
"3385",2004,"BRIAN",25,"M"
"3386",2004,"FELIKS",25,"M"
"3387",2004,"HENRYK",25,"M"
"3388",2004,"HUGO",25,"M"
"3389",2004,"JUSTIN",25,"M"
"3390",2004,"ROCH",25,"M"
"3391",2004,"EDWARD",24,"M"
"3392",2004,"ALLAN",23,"M"
"3393",2004,"LUKAS",23,"M"
"3394",2004,"JORDAN",22,"M"
"3395",2004,"MARCO",22,"M"
"3396",2004,"ROLAND",22,"M"
"3397",2004,"TRISTAN",22,"M"
"3398",2004,"VIKTOR",22,"M"
"3399",2004,"BRUNON",21,"M"
"3400",2004,"MAX",21,"M"
"3401",2004,"DENNIS",20,"M"
"3402",2004,"KARIM",20,"M"
"3403",2004,"KOSMA",20,"M"
"3404",2004,"LUCA",20,"M"
"3405",2004,"MICHELE",20,"M"
"3406",2004,"ALESSANDRO",19,"M"
"3407",2004,"BENJAMIN",19,"M"
"3408",2004,"JONATHAN",19,"M"
"3409",2004,"LUDWIK",19,"M"
"3410",2004,"MARIAN",19,"M"
"3411",2004,"SIMONE",19,"M"
"3412",2004,"ZIEMOWIT",19,"M"
"3413",2004,"BOGUSŁAW",18,"M"
"3414",2004,"ELIASZ",18,"M"
"3415",2004,"NATHAN",18,"M"
"3416",2004,"ANTONIO",17,"M"
"3417",2004,"JOSHUA",17,"M"
"3418",2004,"TYCJAN",17,"M"
"3419",2004,"WILLIAM",17,"M"
"3420",2004,"CHRISTOPHER",16,"M"
"3421",2004,"DAVIDE",16,"M"
"3422",2004,"KRISTIAN",16,"M"
"3423",2004,"VINCENT",16,"M"
"3424",2004,"ANDREA",15,"M"
"3425",2004,"BENEDYKT",15,"M"
"3426",2004,"DIEGO",15,"M"
"3427",2004,"ERIC",15,"M"
"3428",2004,"FRANCESCO",15,"M"
"3429",2004,"BOGUMIŁ",14,"M"
"3430",2004,"CYRYL",14,"M"
"3431",2004,"DASTIN",14,"M"
"3432",2004,"IAN",14,"M"
"3433",2004,"JOEL",14,"M"
"3434",2004,"ZACHARIASZ",14,"M"
"3435",2004,"ARIEL",13,"M"
"3436",2004,"CRISTIAN",13,"M"
"3437",2004,"JOSEPH",13,"M"
"3438",2004,"LORENZO",13,"M"
"3439",2004,"MIRON",13,"M"
"3440",2004,"PAUL",13,"M"
"3441",2004,"PETER",13,"M"
"3442",2004,"BOGUSZ",12,"M"
"3443",2004,"JAKOB",12,"M"
"3444",2004,"JAROMIR",12,"M"
"3445",2004,"LUCAS",12,"M"
"3446",2004,"MAXIM",12,"M"
"3447",2004,"NOAH",12,"M"
"3448",2004,"OLEKSANDR",12,"M"
"3449",2004,"TOMAS",12,"M"
"3450",2004,"ANDREW",11,"M"
"3451",2004,"ANTHONY",11,"M"
"3452",2004,"CASPER",11,"M"
"3453",2004,"ERIK",11,"M"
"3454",2004,"GASPAR",11,"M"
"3455",2004,"JOHN",11,"M"
"3456",2004,"KAI",11,"M"
"3457",2004,"LEONARDO",11,"M"
"3458",2004,"MAGOMED",11,"M"
"3459",2004,"MAKARY",11,"M"
"3460",2004,"MARK",11,"M"
"3461",2004,"MARKUS",11,"M"
"3462",2004,"NATANAEL",11,"M"
"3463",2004,"OMAR",11,"M"
"3464",2004,"ANATOL",10,"M"
"3465",2004,"DOMINIC",10,"M"
"3466",2004,"EDWIN",10,"M"
"3467",2004,"FABIO",10,"M"
"3468",2004,"ISLAM",10,"M"
"3469",2004,"MARKO",10,"M"
"3470",2004,"OKTAWIUSZ",10,"M"
"3471",2004,"RAFAEL",10,"M"
"3472",2004,"ROBIN",10,"M"
"3473",2004,"RUBEN",10,"M"
"3474",2004,"TEODOR",10,"M"
"3475",2004,"WINCENTY",10,"M"
"3476",2004,"ZYGMUNT",10,"M"
"3477",2004,"ANDREAS",9,"M"
"3478",2004,"ANGELO",9,"M"
"3479",2004,"ANTON",9,"M"
"3480",2004,"DANYLO",9,"M"
"3481",2004,"DENYS",9,"M"
"3482",2004,"FEDERICO",9,"M"
"3483",2004,"GABRIELE",9,"M"
"3484",2004,"MANUEL",9,"M"
"3485",2004,"MAXIME",9,"M"
"3486",2004,"MIKE",9,"M"
"3487",2004,"RAUL",9,"M"
"3488",2004,"VLADYSLAV",9,"M"
"3489",2004,"ZACHARY",9,"M"
"3490",2004,"AARON",8,"M"
"3491",2004,"ARMANDO",8,"M"
"3492",2004,"ARTEM",8,"M"
"3493",2004,"ARTHUR",8,"M"
"3494",2004,"BOLESŁAW",8,"M"
"3495",2004,"DYLAN",8,"M"
"3496",2004,"DYMITR",8,"M"
"3497",2004,"EDGAR",8,"M"
"3498",2004,"GUY",8,"M"
"3499",2004,"JEREMY",8,"M"
"3500",2004,"KRZESIMIR",8,"M"
"3501",2004,"MAKSIM",8,"M"
"3502",2004,"MARCUS",8,"M"
"3503",2004,"MICHEL",8,"M"
"3504",2004,"NATHANIEL",8,"M"
"3505",2004,"NICOLA",8,"M"
"3506",2004,"NIKLAS",8,"M"
"3507",2004,"NOE",8,"M"
"3508",2004,"PAOLO",8,"M"
"3509",2004,"PHILIPPE",8,"M"
"3510",2004,"RICARDO",8,"M"
"3511",2004,"ROBERTO",8,"M"
"3512",2004,"SALVATORE",8,"M"
"3513",2004,"SERAFIN",8,"M"
"3514",2004,"TOM",8,"M"
"3515",2004,"AKSEL",7,"M"
"3516",2004,"ALEXANDRE",7,"M"
"3517",2004,"BARTEK",7,"M"
"3518",2004,"BASTIAN",7,"M"
"3519",2004,"CHRYSTIAN",7,"M"
"3520",2004,"CONRAD",7,"M"
"3521",2004,"IVO",7,"M"
"3522",2004,"JASON",7,"M"
"3523",2004,"KLEMENS",7,"M"
"3524",2004,"LEO",7,"M"
"3525",2004,"MATHIAS",7,"M"
"3526",2004,"MATTHIAS",7,"M"
"3527",2004,"MAXIMILLIAN",7,"M"
